file,major_emotion,transcription,whisper_text
Ses02F_script02_2_M004.wav,frustrated, Are we talking about the same thing?,Are we talking about the same thing?
Ses02F_script02_2_M005.wav,neutral," Carla, can I ask you something?  Don't take this wrong, but are you having your period?","Carla, can I ask you something? Don't take this wrong, but are you having your period?"
Ses02F_script02_2_M006.wav,frustrated," Well, what's bugging you?","Well, what's bugging you?"
Ses02F_script02_2_M007.wav,neutral," There's nothing to it.  We come here, the grunion arrive, they do their little fish business, we go ooh, ah, look at the fish.  They go home. We go home.","There's nothing to it. We come here, the grunion arrive, they do their little fish business, we go, ooh, ah, look at the fish. They go home, we go home."
Ses02F_script02_2_M008.wav,frustrated, Why not?,Why not?
Ses02F_script02_2_M009.wav,neutral, We've missed them twice.  That's not ever.,We've missed them twice. That's not ever.
Ses02F_script02_2_M010.wav,neutral," Well, we'll see them this year.",But we'll see them this year.
Ses02F_script02_2_M011.wav,frustrated, I thought you wanted to see it.,I thought you wanted to see it.
Ses02F_script02_2_M012.wav,frustrated," No, of course not.","No, of course not."
Ses02F_script02_2_M013.wav,neutral, It's just fish.  Nothing to get traumatized about.,It's just fish. I mean nothing to get traumatized over.
Ses02F_script02_2_M014.wav,frustrated," All right.  Look, I've been trying to work this backwards, but I cannot seem to figure out the exact moment that we took a turn for the worst.","All right, look, I've been trying to work this backwards, but I cannot seem to figure out the exact moment that we took a turn for the worse."
Ses02F_script02_2_M015.wav,frustrated," I mean, you were-  you were fine during the phone call from Marge.  Dinner was okay.  Doing the dishes was no problem.  Let's see.  I took a shower.  You watched the news.","I mean, you were fine during the phone call from Marge. Dinner was okay. Doing the dishes was no problem. Let's see. I took a shower. You watched the news."
Ses02F_script02_2_M016.wav,neutral," You said, ""Hey the grunion are running tonight.""  I said, ""Great, let's go.  I feel lucky.""","You said, hey, the Grunion are running tonight. I said, great, let's go. I feel lucky."
Ses02F_script02_2_M017.wav,neutral," Okay, so I'm putting on my jacket, putting out the animals, getting the car out of the garage--","Okay, so I'm putting on my jacket, putting out the animals, getting the car out of the garage."
Ses02F_script02_2_M018.wav,neutral, Wait a minute.  I've got it.,Wait a minute. I've got it.
Ses02F_script02_2_M019.wav,neutral," It was in the car, right?  Driving past the Knickerbocker Liquor Locker, you said, ""let's get some champagne,"" and I said, ""time's a wasting"" or something like that, right?","It was in the car, right? Driving past the Knickerbocker liquor locker. You said, let's get some champagne. I said, time's a-wastin' or something like that, right?"
Ses02F_script02_2_M020.wav,neutral," Yeah, of course, I see it now.  You want this to be like that other time, right?  That's it, right?","Yeah, of course. I see it now. You want this to be like that other time, right? That's it, right?"
Ses02F_script02_2_M021.wav,neutral," Okay, yeah, sure, I see it now.  Listen, you wanna dance?","Okay, yeah, sure. I see it now. Listen, you want to dance?"
Ses02F_script02_2_M022.wav,neutral, You want me to go get some champagne?,You want me to go get some champagne?
Ses02F_script02_2_M023.wav,neutral, Take off our shoes?,take off our shoes?
Ses02F_script02_2_M024.wav,frustrated," Well, what?  You want me to breathe in your ear?","Well, what? You want me to breathe in your ear?"
Ses02F_script02_2_M025.wav,frustrated, You wanna get married again?,Want to get married again?
Ses02F_script02_2_M026.wav,frustrated, What?  What?  You want a divorce?,What? What? You want a divorce? No.
Ses02F_script02_2_M027.wav,frustrated, A vacation?,A vacation.
Ses02F_script02_2_M028.wav,frustrated," A new carpet?  A poodle?  Ice cream?  Back rub?  A suicide pact?  What?  What?  Carla, what the hell do you want?","A new carpet? A poodle ice cream? A back rub? A suicide pact? What? What? Carla, what the hell do you want?"
Ses02F_script02_2_M029.wav,angry," Well, welcome to the human race.  Do you think this is what I had in mind when I proposed?  That four years down the road, we'd be at the beach yelling at each other over fish?","Well, welcome to the human race. Do you think this is what I had in mind when I proposed that four years down the road we'd be at the beach yelling at each other over fish?"
Ses02F_script02_2_M030.wav,angry," No.  You think I knew that there'd be times when you'd look at me like a used Kleenex?  Or that I'd look at you and think, holy hell, when's the next flight to Alaska?","No. You think I knew that there'd be times when you'd look at me like a used Kleenex, or that I'd look at you and think, holy hell, when's the next flight to Alaska?"
Ses02F_script02_2_M031.wav,sad," No, Carla, I'm just like you.  I thought it was gonna be all peaches and roses and sand in our toes and wind in our hair and the fish will always come and the bills will pay themselves and we'll have three fat rosy kids and ha, ha, baby, the joke's on us","No, Carla, I'm just like you. I thought it was going to be all peaches and roses and sand in our toes and wind in our hair and the fish will always come and the bills will pay themselves and we'll have three fat, rosy kids and ha-ha, baby, the joke's on us."
Ses02F_script02_2_M032.wav,frustrated," 'cause you know what you get, Carla?  You know what you get?  This.","You know what you get, Kali. You know what you get? This."
Ses02F_script02_2_M033.wav,neutral," Yes, it is.","Yes, it is."
Ses02F_script02_2_M034.wav,neutral, Right.,Right.
Ses02F_script02_2_M035.wav,sad," I know, me neither.","I know, me neither."
Ses02F_script02_2_M036.wav,sad, I'm doing the best I can.,I'm doing the best I can.
Ses02F_script02_2_M037.wav,sad, Maybe if you were with somebody else too.,Maybe if you were with somebody else too.
Ses02F_script02_2_M038.wav,sad," No, I know.  But still.  I know I don't make you happy.","No, I know. But still. I know it'll make you happy."
Ses02F_script02_2_M039.wav,surprise, Yeah?,Yeah?
Ses02F_script02_2_M040.wav,excited," Well, now that you mention it.  No, I don't.","Well, now that you mention it. No, I don't."
Ses02F_script02_2_M041.wav,happy," I don't know.  It seemed like a pretty good spot to me.  I mean, look at the view you have of the moon from here.",I don't know. It seemed like a pretty good spot to me. Look at the view you have of the moon from here.
Ses02F_script02_2_M042.wav,happy," Well, look what we have here.",Look what we have here.
Ses02F_script02_2_M043.wav,happy, It's not champagne.,It's not champagne
Ses02F_script02_2_M044.wav,happy, You still cold?  Do you wanna go home?,Are you still cold? Do you want to go home?
Ses02F_script02_2_M045.wav,happy, Shh.  If we're very quiet the fish might come.,"If we're very quiet, the fish might come."
Ses02F_script02_2_M046.wav,happy, Or not.,Or not.
Ses02F_script03_1_F000.wav,fear, Do you think it's them?,Do you think it's them?
Ses02F_script03_1_F001.wav,fear," Well, nobody know we're here except Freda and she wouldn't ring up.","Well, nobody knows we're here except Frida, and she wouldn't ring up."
Ses02F_script03_1_F002.wav,fear, What're we gonna do?,What are we gonna do?
Ses02F_script03_1_F003.wav,happy," Now and always, sweet.","Now and always, sweet."
Ses02F_script03_1_F004.wav,happy, It was bound to come sooner or later.,It's bound to come sooner or later.
Ses02F_script03_1_F005.wav,excited," Ah, it send shivers up my spine.","Oh, it sends shivers at my spine."
Ses02F_script03_1_F006.wav,happy, Behave exquisitely.,Behave exquisitely.
Ses02F_script03_1_F007.wav,happy," Oh, of course.  I shall probably do a court curtsy.","Oh, of course. I shall probably do a court curtsy."
Ses02F_script03_1_F008.wav,happy, What's so horrible is that one can't stay happy.,What's so horrible is that one can't stay happy.
Ses02F_script03_1_F009.wav,happy, It's true.  The whole business is a very poor joke.,It's true. The whole business is a very poor joke.
Ses02F_script03_1_F010.wav,happy," Yes, meaning just that.","Yes, meaning just that."
Ses02F_script03_1_F011.wav,excited, Don't laugh at me.  I'm serious.,"Don't laugh at me, I'm serious."
Ses02F_script03_1_F012.wav,neutral, Who's they?,Who's they?
Ses02F_script03_1_F013.wav,neutral," If I laugh at everything, then I must laugh at us too.","If I laugh at everything, then I must laugh at us too."
Ses02F_script03_1_F014.wav,neutral," Well how long will it last us, this ludicrous overbearing love of ours.","How long will it last us, this ludicrous, overbearing love of ours?"
Ses02F_script03_1_F015.wav,neutral," Well, shall we always want to bicker and fight?","Well, should we always want to bicker and fight?"
Ses02F_script03_1_F016.wav,neutral," Oh, dear, shall we like that?","Oh dear, should we like that?"
Ses02F_script03_1_F017.wav,neutral," Well, what happens if one of us dies?  I mean, does the one that's left still laugh?","Well, what happens if one of us dies? I mean, just the one that's left still laughs."
Ses02F_script03_1_F018.wav,happy," That's serious enough, isn't it?","That's serious enough, isn't it? No."
Ses02F_script03_1_F019.wav,happy," Darling, I believe you're talking nonsense.","Darling, I believe you're talking nonsense."
Ses02F_script03_1_F020.wav,happy," Elliott, worms don't pop.","Elliot, worms don't pop."
Ses02F_script03_1_F021.wav,happy," Oh, thank you, dear.  The same applies to you except that if I catch so much as looking at another woman, I'll kill you.","Oh, thank you, dear. The same applies to you, except that if I catch you so much as looking at another woman, I'll kill you."
Ses02F_script03_1_F022.wav,happy, Which particular one?,Which particular one?
Ses02F_script03_1_F023.wav,happy, Charles.  That was his name.  Charles.  He did wriggle so beautifully.,"Charles, that was his name, Charles. He did wriggle so beautifully."
Ses02F_script03_1_F024.wav,happy," Yes, I know you did.  You threw it out of the window into the Grand Canal.  I don't think I'll ever forgive you for that.","Yes, I know you did. You threw it out of the window into the Grand Canal. I don't think I'll ever forgive you for that."
Ses02F_script03_1_F025.wav,happy, It went in intermittently for days.,It went on intermittently for days.
Ses02F_script03_1_F026.wav,happy, It burned my comb too and all the towels in the bathroom.,It burned my comb too and all the towels in the bathroom.
Ses02F_script03_1_F027.wav,neutral, That was the first time you ever hit me.,That was the first time you ever hit me.
Ses02F_script03_1_F028.wav,happy," The manager came in and found us rolling around on the floor, biting and scratching like panthers.","The manager came in and found us rolling around on the floor, biting and scratching like panthers. Oh, never forget it."
Ses02F_script03_1_F029.wav,excited, It was ridiculous.  Completely ridiculous.,"Oh, it's ridiculous. Completely ridiculous."
Ses02F_script03_1_F030.wav,other, And very much sillier.,And very much sillier.
Ses02F_script03_1_M000.wav,fear, Good God.,Good God.
Ses02F_script03_1_M001.wav,neutral, I wonder.,I wonder.
Ses02F_script03_1_M002.wav,excited," Must be them, then.",Must be them then.
Ses02F_script03_1_M003.wav,excited," We're all right, darling, aren't we?  Whatever happens.","We're alright, darling, aren't we? Whatever happens..."
Ses02F_script03_1_M004.wav,neutral, I don't care then.,I don't care then.
Ses02F_script03_1_M005.wav,neutral, Hello?  Hello?  What?  Wrong number.,Hello? Hello? What? Wrong number.
Ses02F_script03_1_M006.wav,excited, What do we do if they suddenly walk in on us?,What do we do if they suddenly walk in on us?
Ses02F_script03_1_M007.wav,neutral, With the most perfect poise?,With the most perfect poise.
Ses02F_script03_1_M008.wav,neutral, Things that ought to matter dreadfully don't matter at all when one's happy.  Do they?,"Things that ought to matter dreadfully don't matter at all when one's happy, do they?"
Ses02F_script03_1_M009.wav,neutral," Oh, darling, don't say that.","Darlene, don't say that."
Ses02F_script03_1_M010.wav,neutral," Meaning that sacred and beautiful thing, love?","Meaning that sacred and beautiful thing, love?"
Ses02F_script03_1_M011.wav,excited," Oh, what does it all mean?  That's what I ask myself in my ceaseless quest for ultimate truth.  Dear God, what does it all mean?","What does it all mean? That's what I ask myself in my ceaseless quest for ultimate truth. Dear God, what does it all mean? Don't laugh at me."
Ses02F_script03_1_M012.wav,neutral," You mustn't be serious, my dear one.  That's just what they want.","you mustn't be serious, my dear one. That's just what they want."
Ses02F_script03_1_M013.wav,neutral, All those futile moralists that try to make life unbearable.  Laugh at them.  Be flippant.  Laugh at everything.  All their sacred shibboleths.,All those futile moralists that try to make life unbearable. Laugh at them. Be flippant. Laugh at everything. All their sacred shibboleths.
Ses02F_script03_1_M014.wav,neutral, Flippancy brings out the acid in their damn sweetness and light.,Flippancy brings out the acid in their damned sweetness and light.
Ses02F_script03_1_M015.wav,neutral," Certainly, you must.  We're figures of fun, alright.","Certainly you must. We're figures of fun, alright."
Ses02F_script03_1_M016.wav,neutral, Who knows.,Who knows?
Ses02F_script03_1_M017.wav,neutral," No, that desire will fade.  Along with our passion.","No, that desire will fade, along with our passion."
Ses02F_script03_1_M018.wav,neutral, Depends on how well we've played.,Depends on how well we've played.
Ses02F_script03_1_M019.wav,excited, Yes.  Yes. With all his might.,"Yes, yes, with all his might."
Ses02F_script03_1_M020.wav,excited," No. No, it isn't.  Death is very laughable.  Such a cunning little mystery.  All done with mirrors.","No, no it isn't. Death is very laughable. Such a cunning little mystery. All done with mirrors."
Ses02F_script03_1_M021.wav,neutral, So is everyone else in the long run.,So is everyone else in the long run.
Ses02F_script03_1_M022.wav,excited," Let's be superficial and pity the poor philosophers.  Let's blow our trumpets and squeakers and enjoy the party as much as we can.  Like quite idiotic, very small school children.  Let's savor the delight of the moment.","Let's be superficial and pity the poor philosophers. Let's blow our trumpets and squeakers and enjoy the party as much as we can, like quite idiotic, very small school children. Let's savor the delight of the moment."
Ses02F_script03_1_M023.wav,excited," Come and kiss me, darling, before your body rots and worms pop in and out of your eye sockets.","Come and kiss me, darling, before your body rots and worms pop in and out of your eye sockets."
Ses02F_script03_1_M024.wav,neutral," I don't care what you do.  See, you could paint yourself green and dance naked in the Place Vendome and rush off madly with all the men in the world and I shan't say a word.  As long as you love me best.","I don't care what you do, see, you could paint yourself green and dance naked in the Place Vendôme and rush off madly with all the men in the world, and I shan't say a word as long as you love me best."
Ses02F_script03_1_M025.wav,neutral, You remember that awful scene we had in Venice?,You remember that awful scene we had in Venice?
Ses02F_script03_1_M026.wav,neutral, The one when you bought that little painted wooden snake in the Piazza and put it on my bed.,The one when you bought that little painted wooden snake in the piazza and put it on my bed.
Ses02F_script03_1_M027.wav,excited," Ah, horrible thing.  I hated it.","Ugh, horrible thing. I hated it."
Ses02F_script03_1_M028.wav,neutral, How long did that row last?,How long did that route last?
Ses02F_script03_1_M029.wav,neutral, The worst one was in Cannes when your curling iron burnt a hole in my new dressing gown.,The worst one was in Cannes when your curling iron burned a hole in my new dressing gown.
Ses02F_script03_1_M030.wav,excited," That was a rouser, wasn't it?","That was a rouser, wasn't it?"
Ses02F_script03_1_M031.wav,neutral, I didn't hit you very hard.,I didn't hit you very hard.
Ses02F_script03_1_M032.wav,excited," Oh, I'll never forget his face.",I'll never forget his face.
Ses02F_script03_1_M033.wav,neutral, We were very much younger then.,We were very much younger then.
Ses02F_script03_1_M034.wav,neutral," As a matter of fact, the real cause of that row was Peter Burden.","As a matter of fact, the real cause of that row was Peter Burden."
Ses02F_script03_2_F000.wav,excited," Honey, you knew there was nothing in that.",You knew there was nothing in that.
Ses02F_script03_2_F001.wav,excited, Presents?  Just a trivial little broach.,Presents? Just a trivial little broach.
Ses02F_script03_2_F002.wav,excited," No, it wasn't.  It was very pretty.  I still have it and I wear it often.","No, it wasn't. It was very pretty. I still have it and I wear it often."
Ses02F_script03_2_F003.wav,other," No, I didn't.  You worked the whole thing up in your jealous imagination.","No, I didn't. You worked the whole thing up in your jealous imagination."
Ses02F_script03_2_F004.wav,excited," Just a little perhaps, nothing serious.",Just a little. Perhaps something serious.
Ses02F_script03_2_F005.wav,other," Well, what of it?","Well, what of it?"
Ses02F_script03_2_F006.wav,excited, It didn't hurt him at all and I enjoyed it.,It didn't hurt him at all and I enjoyed it.
Ses02F_script03_2_F007.wav,neutral," Well, if you hadn't been so suspicious and nosey, you never would have known a thing about it.",What if you hadn't been so suspicious and nosy you never would have known a thing about it?
Ses02F_script03_2_F008.wav,excited, I'm bored with this conversation.,I'm bored with this conversation.
Ses02F_script03_2_F009.wav,frustrated," No, thanks.",No thanks.
Ses02F_script03_2_F010.wav,frustrated, Don't see why you want any.  You've already had two glasses.,I don't see why you want any. You've already had two glasses.
Ses02F_script03_2_F011.wav,neutral, Just seems so silly to go on and on and on with such a thing.,It just seems so silly to go on and on and on with such a thing.
Ses02F_script03_2_F012.wav,neutral," Well, it's become a habit with you.","Well, it's become a habit with you."
Ses02F_script03_2_F013.wav,angry, Don't be so stupid.,Don't be so stupid. Really?
Ses02F_script03_2_F014.wav,angry, What?,What?
Ses02F_script03_2_F015.wav,excited," No, just making myself fascinating for you.","No, just making myself fascinating for you."
Ses02F_script03_2_F016.wav,excited," A woman's job is to allure the man.  Watch me a minute, will you?","The woman's job is to allure the man. Watch me a minute, will you?"
Ses02F_script03_2_F017.wav,frustrated," No, it isn't.","No, it isn't. Yeah."
Ses02F_script03_2_F018.wav,angry," Oh, be quiet.","Yes, it is. Oh, be quiet."
Ses02F_script03_2_F019.wav,frustrated, Doesn't seem to have worked such wonders with you.,That doesn't seem to work such wonders with you.
Ses02F_script03_2_F020.wav,angry," Adders don't snap, they sting.","Matters don't snap, they sting."
Ses02F_script03_2_F021.wav,frustrated, They sting.,They stink.
Ses02F_script03_2_F022.wav,frustrated," I don't care, do you understand?  I don't care.  I don't care if they bark or roll about like hoops.",I don't care. Do you understand? I don't care. I don't care if they bark or roll about like hoops.
Ses02F_script03_2_F023.wav,frustrated," Yes, I did.  Quite a lot.","Yes I did, quite a lot."
Ses02F_script03_2_F024.wav,frustrated, Mind your own business.,Mind your own business.
Ses02F_script03_2_F025.wav,angry, You're quite insufferable,"You're quite insufferable, actually."
Ses02F_script03_2_F026.wav,frustrated, I expect it's because you're drunk.,but just because you're drunk
Ses02F_script03_2_F027.wav,frustrated, You've always had a weak head.,You've always had a weak head.
Ses02F_script03_2_F028.wav,frustrated," On the contrary, a child of two could get violently drunk on only one glass of brandy.","On the contrary, a child of two could get violently drugged on only one glass of brandy."
Ses02F_script03_2_F029.wav,angry, Shut up.,Shut up.
Ses02F_script03_2_F030.wav,frustrated," Not very funny, dear.  You'd better have some more brandy.","Not very funny, dear. You'd better have some more brandy."
Ses02F_script03_2_F031.wav,angry, Why?,Why?
Ses02F_script03_2_F032.wav,frustrated, There aren't any people upstairs.  It's a photographer's studio.,There aren't any people upstairs. It's a photographer's studio.
Ses02F_script03_2_F033.wav,frustrated, They're away in Tunis.,They're away in Janice.
Ses02F_script03_2_F034.wav,angry," Turn it on again, please.","Turn it on again, please."
Ses02F_script03_2_F035.wav,angry," Very well, if you insist on being boorish and idiotic.","Very well, if you insist on being boorish and idiotic."
Ses02F_script03_2_F036.wav,angry, You are far too temperamental.  Try to control yourself.,You are far too temperamental. Try to control yourself.
Ses02F_script03_2_F037.wav,angry, Stop it.  Go away.  I hate you.,Stop it! Go away! I hate you!
Ses02F_script03_2_F038.wav,angry," Listen?  Listen, indeed.  I am sick and tired of listening to you, damn sadistic bully.","Listen, listen indeed. I am sick and tired of listening to you, damn sadistic bully."
Ses02F_script03_2_F039.wav,angry," I hate you.  Stop it.  Stop it.  I hate you, do you hear?  You're conceited and overbearing and utterly impossible.",I hate you. Stop it. Stop it. I hate you. Do you hear? You're conceited and overbearing and utterly impossible.
Ses02F_script03_2_F040.wav,angry, This is the end.  Finally and forever.  Do you hear me?  The end.,This is the end. Finally and forever. Do you hear me? The end. You're not.
Ses02F_script03_2_F041.wav,angry," Oh Yes, I am.","like this. Uh, yes I am. You're"
Ses02F_script03_2_F042.wav,angry, I am.  Let go of me.  You're a cruel fiend and I hate and loathe you.,I am. Let go of me. You're a cruel fiend and I hate and loathe you.
Ses02F_script03_2_F043.wav,angry, Thank God I realized what you are-- I'd never marry you again ever in my life. You're a cruel fiend and I hate you. You're a beast. You're a beast--I hate you. Stop it.  Stop it.,Thank God I realize what you are if I would never marry you again ever in my life. You're a cruel fiend and I hate you. You're a beast. You're a beast. I hate you. Stop it. Stop it.
Ses02F_script03_2_M000.wav,neutral," As a matter of fact, the real cause of that row was Peter Burden.","As a matter of fact, the real cause of that row was Peter Burton."
Ses02F_script03_2_M001.wav,neutral, I knew nothing of the sort.  You took presents from him.,I knew nothing of the sort. You took presents from him.
Ses02F_script03_2_M002.wav,frustrated," Ah, yes, I remember it well.  Bristling with diamonds in the worst possible taste.","Ah yes, I remember it well. Bristling with diamonds, in the worst possible taste."
Ses02F_script03_2_M003.wav,frustrated, You went out of your way to torture me over Peter Burden.,You went out of your way to torture me over Peter Burton.
Ses02F_script03_2_M004.wav,frustrated," You must admit, he was in love with you, wasn't he?","You must admit he was in love with you, wasn't he?"
Ses02F_script03_2_M005.wav,frustrated, You let him kiss you.  You said you did.,You let him kiss you. You said you did.
Ses02F_script03_2_M006.wav,angry, What of it?,What of it?
Ses02F_script03_2_M007.wav,angry," Well, what about me?","Well, what about me?"
Ses02F_script03_2_M008.wav,excited," Well, that's a nice point of view I must say.","Well, that's a nice point of view, I must say."
Ses02F_script03_2_M009.wav,neutral," Me, too.  Bored stiff.  You want some brandy?",Me too. Board's stiff. You want some brandy?
Ses02F_script03_2_M010.wav,frustrated, I think I'll have some.,I think I'll have some.
Ses02F_script03_2_M011.wav,neutral, No particular reason.  Anyhow they were very small ones.,"No particular reason. Anyhow, they're very small ones."
Ses02F_script03_2_M012.wav,frustrated, You can hardly call three liquor glasses in a whole evening going on and on and on.,You can hardly call three liqueur glasses in a whole evening going on and on and on.
Ses02F_script03_2_M013.wav,angry," You needn't be so grand, just because you don't happen to want any yourself at the moment.",You needn't be so grand just because you don't happen to want any yourself at the moment.
Ses02F_script03_2_M014.wav,excited," Really, Amanda.","Really, Amanda?"
Ses02F_script03_2_M015.wav,frustrated, Nothing.,Nothing.
Ses02F_script03_2_M016.wav,excited, Going out somewhere dear?,"Going out somewhere, dear."
Ses02F_script03_2_M017.wav,excited, That reply has broken my heart.,That reply has broken my heart.
Ses02F_script03_2_M018.wav,frustrated," As a matter of fact, that's perfectly true.","As a matter of fact, that's perfectly true."
Ses02F_script03_2_M019.wav,frustrated," Yes, it is.","Yes, it is."
Ses02F_script03_2_M020.wav,frustrated," Ah, it's a pity you didn't have any more brandy.  It might have made you a little less disagreeable.",It's a pity you didn't have any more brandy. It might have made you a little less disagreeable.
Ses02F_script03_2_M021.wav,frustrated," Snap, snap, snap, like a little adder.","Snap, snap, snap, like a little adder."
Ses02F_script03_2_M022.wav,frustrated, Nonsense.  They have a little bag of venom behind their fangs and they snap.,Nonsense. They have a little bag of venom behind their fangs and they snap.
Ses02F_script03_2_M023.wav,frustrated, They snap.,They snap. I don't...
Ses02F_script03_2_M024.wav,excited, Did you see much of Peter Burden after our divorce?,Did you see much of Peter Burden after our divorce?
Ses02F_script03_2_M025.wav,frustrated," Hmm, I imagine you let him kiss you a good deal more then.",I imagine you let him kiss you a good deal more then.
Ses02F_script03_2_M026.wav,frustrated," Oh, must have had a riotous time. No restraint at all.  Very enjoyable and never had much anyhow.","Oh, must have had a riotous time. No restraint at all. Very enjoyable. He never had much anyhow."
Ses02F_script03_2_M027.wav,angry, I'm not in the least drunk.,I am not in the least drunk.
Ses02F_script03_2_M028.wav,frustrated," As I mentioned before, I have had three minute liquor glasses of brandy the whole evening long.  A child of two couldn't get drunk on that.","As I mentioned before, I have had three minute liqueur glasses of brandy the whole evening long. A child of two couldn't get drunk on that."
Ses02F_script03_2_M029.wav,frustrated," Oh, very interesting.  How about a child of four?  A child of six?  Or a child of nine?","Oh, very interesting. How about a child of four, a child of six, or a child of nine?"
Ses02F_script03_2_M030.wav,angry," We could get a good debate going about this, don't you think?  Intemperate tots.","We could get a good debate going about this, don't you think? Intemperate tots."
Ses02F_script03_2_M031.wav,other, All right.  I will.,"All right, I will."
Ses02F_script03_2_M032.wav,frustrated," You better turn that off, I think.","You better turn that off, I think."
Ses02F_script03_2_M033.wav,frustrated, Because it's late and it'll annoy the people upstairs.,Because it's late and it'll annoy the people upstairs.
Ses02F_script03_2_M034.wav,frustrated, There are people downstairs I suppose?,"There are people downstairs, I suppose. No, wait."
Ses02F_script03_2_M035.wav,frustrated, This is no time of the year for Tunis.,This is no time of the year for Tenise.
Ses02F_script03_2_M036.wav,angry, I'll do no such thing.,I'll do no such thing.
Ses02F_script03_2_M037.wav,angry, Turn it off.  It's driving me mad.,"Turn it off, it's driving me mad."
Ses02F_script03_2_M038.wav,angry, Turn it off.,Turn it off.
Ses02F_script03_2_M039.wav,angry," Amanda, listen. listen","Amanda, listen, listen."
Ses02F_script03_2_M040.wav,frustrated," Very amusing, indeed.","Very amusing, indeed."
Ses02F_script03_2_M041.wav,angry," You're a vile, tempered, loose living, wicked little beast and I hope to never see you again as long as I live.","You're a vile-tempered, loose-living, wicked little beast, and I hope to never see you again as long as I live."
Ses02F_script03_2_M042.wav,angry, You're not going like this.,You're not going like this.
Ses02F_script03_2_M043.wav,angry, You're not.,You're not.
Ses02F_script03_2_M044.wav,angry, Shut up. Shut up.,Shut up! Shut up!
Ses02F_script03_2_M045.wav,angry, I wouldn't-- I wouldn't marry--,"I wouldn't, I wouldn't marry."
Ses02F_script03_2_M046.wav,angry, I wouldn't marry you if you came in crawling on your knees,I wouldn't marry you again if you came to me crawling on your knees.
Ses02F_script03_2_M047.wav,angry, You're a evil vampire and I hope to God I never see you again as long as I live.,You're an evil vampire. I hope to God I never see you again as long as I live.
Ses02M_impro01_F000.wav,neutral," Hi, How can I help you?","Hi, how can I help you?"
Ses02M_impro01_F001.wav,neutral," Sure, um","Sure, um..."
Ses02M_impro01_F002.wav,neutral, do you have two forms of ID with you?,Do you have two forms of ID with you?
Ses02M_impro01_F003.wav,neutral," I actually need two forms of ID. I need either a passport or a birth certificate, or social security card. I'm sorry.",I actually need two forms of idea. I need either a passport or a birth certificate or a social security card. I'm sorry.
Ses02M_impro01_F004.wav,neutral, Well,Well...
Ses02M_impro01_F005.wav,neutral, I- I can take your driver's license but I need another form of ID in order to process this paper work.,"I can take your driver's license, but I need another form of ID in order to process this paperwork."
Ses02M_impro01_F006.wav,neutral," Um, that you would need to go home and get another form of ID and come back.",that you would need to go home and get another form of ID and come back.
Ses02M_impro01_F007.wav,frustrated," Well, I'm sorry sir but","Well, I'm sorry, sir, but..."
Ses02M_impro01_F008.wav,frustrated, you need to bring two forms of ID there is nothing we can do about it.,You need to bring two forms of ID. There's nothing we can do about it.
Ses02M_impro01_F009.wav,frustrated," Well, it's actually-","Well, it's actually..."
Ses02M_impro01_F010.wav,frustrated," It's standard that you bring a couple of forms of ID, I'm sorry.",It's standard that you bring a couple forms of ID. I'm sorry.
Ses02M_impro01_F011.wav,frustrated," Well, I'm sorry, sir, but we're not responsible.","Well, I'm sorry, sir, but we're not responsible."
Ses02M_impro01_F012.wav,frustrated," Yes, you did, thank you very much, but we're not responsible if you've forgotten something, and we need to have two forms of ID.","Yes, you did, thank you very much, but we're not responsible if you've forgotten something and we need to have two forms of ID."
Ses02M_impro01_F013.wav,frustrated," I'm sorry, but there is a lot of people waiting so you're just going to have to get in line again.","I'm sorry, there's a lot of people waiting, so you're just going to have to get in line again."
Ses02M_impro01_F014.wav,frustrated," It just happens to people all the time, I'm sorry sir, but I can't make an exception for you.","This happens to people all the time. I'm sorry, sir, but I can't make an exception for you."
Ses02M_impro01_F015.wav,neutral," I'm sorry, sir.","I'm sorry, sir."
Ses02M_impro01_F016.wav,neutral, there is nothing I can do.,There's nothing I can do.
Ses02M_impro01_F017.wav,frustrated," I know sir, but we have to have two forms. There is nothing I can do about it, I'm sorry.","I know, sir, but we have to have two forms. There's nothing I can do about it. I'm sorry."
Ses02M_impro01_F018.wav,frustrated," I'm sorry, sir. There is nothing I can do.","I'm sorry, sir. There's nothing I can do."
Ses02M_impro01_F019.wav,frustrated," Well, if you had checked the web site it would have said.","Well, if you had checked the website, it would have said"
Ses02M_impro01_F020.wav,frustrated, If you had checked the website it would have said that you needed two forms of identification.,"If you had checked the website, it would have said that you needed two forms of identification."
Ses02M_impro01_F021.wav,frustrated," Well, maybe you should","Well, maybe you shouldn't."
Ses02M_impro01_F022.wav,frustrated, Right. So maybe you should go home now and get your paperwork and come back.,"Right, so maybe you should go home now and get your paperwork and come back."
Ses02M_impro01_F023.wav,frustrated," I'm sorry sir but there's a lot of people waiting. So if you won't move out of the way, then I'm going to have to call security.","I'm sorry, sir, but there's a lot of people waiting, so if you won't move out of the way, then I'm going to have to call security."
Ses02M_impro01_F024.wav,frustrated," I'm sorry, sir, it's not my choice.","I'm sorry, sir. It's not my choice."
Ses02M_impro01_M000.wav,frustrated, All right. Finally. Here you go.,All right. Finally. Here you go.
Ses02M_impro01_M001.wav,neutral," Yea. I just want to get this done,","Yeah, I just want to get this done."
Ses02M_impro01_M002.wav,neutral, get my new license.,My new license.
Ses02M_impro01_M003.wav,neutral," Um, no, I got my driver's license though.","No, I got my driver's license though."
