file,major_emotion,transcription,whisper_text,char_count_raw,word_count_raw,whisper_len,transcript_len,len_diff,wer,major_emotion_lower,char_count,word_count,unique_words,avg_word_len,punct_count,question_count,exclamation_count,sentence_count,avg_sent_len,emotion,cleaned_text,cleaned_word_count
Ses01M_impro01_F028.wav,frustrated," So you're not going to send me a thank you card, is that a problem? Is your are not going...","So you're not going to send me a thank you card? Is that the problem? No, no. You're not going to...",100,21,21,20,1,0.35,frustrated,100,21,18,3.81,9,2,0,4,5.25,frustrated,"so you re not going to send me a thank you card? is that the problem? no, no. you re not going to...",23
Ses01M_impro01_F029.wav,frustrated," Oh, dear. Oh, boo-foo-woo, foo-foo.","the Christmas card, too. Oh, dear. Oh, boo-hoo-hoo-hoo-hoo.",59,8,8,5,3,1.2,frustrated,59,8,7,6.5,10,0,0,3,2.667,frustrated,"the christmas card, too. oh, dear. oh, boo hoo hoo hoo hoo.",12
Ses01M_impro01_F030.wav,frustrated, Sit back down.,Sit back down.,14,3,3,3,0,0.0,frustrated,14,3,3,4.0,1,0,0,1,3.0,frustrated,sit back down.,3
Ses01M_impro01_M000.wav,frustrated," Yes, me. Okay, okay here we go.","Yes, me. My window's open. Okay, okay, here we go.",50,10,10,7,3,0.5714285714285714,frustrated,50,10,9,4.1,7,0,0,3,3.333,frustrated,"yes, me. my window s open. okay, okay, here we go.",11
Ses01M_impro01_M001.wav,frustrated," Okay, so filled out all these forms  --","Okay, so I filled out all these forms.",38,8,8,8,0,0.375,frustrated,38,8,8,3.875,2,0,0,1,8.0,frustrated,"okay, so i filled out all these forms.",8
Ses01M_impro01_M002.wav,frustrated, and I have This form of ID here so...,And I have this form of ID here.,32,8,8,9,-1,0.2222222222222222,frustrated,32,8,8,3.125,1,0,0,1,8.0,frustrated,and i have this form of id here.,8
Ses01M_impro01_M003.wav,neutral," Yes, Jones.","Yes, Jones.",11,2,2,2,0,0.0,neutral,11,2,2,5.0,2,0,0,1,2.0,neutral,"yes, jones.",2
Ses01M_impro01_M005.wav,frustrated, I'm just applying for another ID.,I'm just applying for another ID.,33,6,6,6,0,0.0,frustrated,33,6,6,4.667,2,0,0,1,6.0,frustrated,i m just applying for another id.,7
Ses01M_impro01_M006.wav,frustrated," Yes.  I'm supposed to have three forms of ID for this.  It's a long story, I'm supposed to have three forms of ID for this other job I really don't get into but I need another...","Yes. I'm supposed to have three forms of ID for this. It's a long story. I'm supposed to have three forms of ID for this other job. I really don't want to get into it, but I need another. Fine, if I need ID.",207,44,44,36,8,0.3055555555555556,frustrated,207,44,31,3.727,12,0,0,6,7.333,frustrated,"yes. i m supposed to have three forms of id for this. it s a long story. i m supposed to have three forms of id for this other job. i really don t want to get into it, but i need another. fine, if i need id.",48
Ses01M_impro01_M007.wav,frustrated," I have it right here, yes.","I have it right here, yeah.",27,6,6,6,0,0.16666666666666666,frustrated,27,6,6,3.667,2,0,0,1,6.0,frustrated,"i have it right here, yeah.",6
Ses01M_impro01_M008.wav,frustrated, But that's...,But that's...,13,2,2,2,0,0.0,frustrated,13,2,2,6.0,4,0,0,1,2.0,frustrated,but that s...,3
Ses01M_impro01_M009.wav,frustrated," That's why I'm here, that's why I was waiting in this line.  I need to get another form of ID.",But that's why I'm here. That's why I'm waiting in this line. I need to get another form of ID.,95,20,20,20,0,0.2,frustrated,95,20,17,3.8,7,0,0,3,6.667,frustrated,but that s why i m here. that s why i m waiting in this line. i need to get another form of id.,24
Ses01M_impro01_M010.wav,neutral," No, I don't have a passport.","No, I don't have a passport.",28,6,6,6,0,0.0,neutral,28,6,6,3.833,3,0,0,1,6.0,neutral,"no, i don t have a passport.",7
Ses01M_impro01_M011.wav,frustrated," I don't where it is though, I don't have with me.  Can I get it from somewhere?  I mean...",I don't know where it is though. I don't have it with me. Can I get it from somewhere?,86,19,19,19,0,0.2631578947368421,frustrated,86,19,14,3.579,5,1,0,3,6.333,frustrated,i don t know where it is though. i don t have it with me. can i get it from somewhere?,21
Ses01M_impro01_M012.wav,frustrated, I probably have to go wait another line to get my birth certificate don't I?,"I'll probably have to go wait in another line to get my birth certificate, don't I?",83,16,16,15,1,0.2,frustrated,83,16,15,4.25,4,1,0,1,16.0,frustrated,"i ll probably have to go wait in another line to get my birth certificate, don t i?",18
Ses01M_impro01_M013.wav,frustrated, You're very helpful.  What's your name?,You're very helpful. What's your name?,38,6,6,6,0,0.0,frustrated,38,6,6,5.5,4,1,0,2,3.0,frustrated,you re very helpful. what s your name?,8
Ses01M_impro01_M014.wav,frustrated," Hi, Joy.","Hi, Joy.",8,2,2,2,0,0.0,frustrated,8,2,2,3.5,2,0,0,1,2.0,frustrated,"hi, joy.",2
Ses01M_impro01_M015.wav,frustrated, So can you help me or not?,So can you help me or not?,26,7,7,7,0,0.0,frustrated,26,7,7,2.857,1,1,0,1,7.0,frustrated,so can you help me or not?,7
Ses01M_impro01_M016.wav,frustrated, Okay. [BREATHING],Okay.,5,1,1,2,-1,0.5,frustrated,5,1,1,5.0,1,0,0,1,1.0,frustrated,okay.,1
Ses01M_impro01_M017.wav,frustrated, I need California ID.,I need a California ID.,23,5,5,4,1,0.25,frustrated,23,5,5,3.8,1,0,0,1,5.0,frustrated,i need a california id.,5
Ses01M_impro01_M018.wav,frustrated, On top of these other two forms of ID which I already have.,Okay. On top of these other two forms of ID which I already have.,65,14,14,13,1,0.07692307692307693,frustrated,65,14,13,3.714,2,0,0,2,7.0,frustrated,okay. on top of these other two forms of id which i already have.,14
Ses01M_impro01_M019.wav,frustrated," No, I don't have driver's license.","No, I don't have a driver's license.",36,7,7,6,1,0.16666666666666666,frustrated,36,7,7,4.286,4,0,0,1,7.0,frustrated,"no, i don t have a driver s license.",9
Ses01M_impro01_M020.wav,angry, Did you even look at the form?  I filled it out all these questions--,California. Did you even look at the form? I feel that all of these questions... Don't make the voice of me!,108,21,21,14,7,0.8571428571428571,angry,108,21,19,4.19,7,1,1,4,5.25,angry,california. did you even look at the form? i feel that all of these questions... don t make the voice of me!,22
Ses01M_impro01_M021.wav,angry, Did you even look at the form?  I've already answered these question.,Did you even look at the form? I've already answered these questions. Don't talk to me like I'm,95,18,18,12,6,0.5833333333333334,angry,95,18,18,4.333,5,1,0,3,6.0,angry,did you even look at the form? i ve already answered these questions. don t talk to me like i m,21
Ses01M_impro01_M022.wav,frustrated, Okay.,Okay.,5,1,1,1,0,0.0,frustrated,5,1,1,5.0,1,0,0,1,1.0,frustrated,okay.,1
Ses01M_impro01_M023.wav,frustrated, If it makes you stop acting like a child.,been working here? Maybe if you stopped acting like a child. How long have you lived,84,16,16,9,7,1.2222222222222223,frustrated,84,16,15,4.312,2,1,0,3,5.333,frustrated,been working here? maybe if you stopped acting like a child. how long have you lived,16
Ses01M_impro01_M024.wav,frustrated, I have been to California my whole--,I have lived in California my whole life. Maybe you would have been to the DMV,78,16,16,7,9,1.7142857142857142,frustrated,78,16,15,3.938,1,0,0,2,8.0,frustrated,i have lived in california my whole life. maybe you would have been to the dmv,16
Ses01M_impro01_M025.wav,angry, I am not...I'm not getting to back that line.,I am not getting back in that line.,35,8,8,9,-1,0.3333333333333333,angry,35,8,8,3.5,1,0,0,1,8.0,angry,i am not getting back in that line.,8
Ses01M_impro01_M026.wav,frustrated," Okay, okay let's keep our voices down, okay?  I didn't come here to get in yelling match.","Okay, okay, okay. Keep our voices down, okay? I didn't come here to get in a yelling match.",91,18,18,17,1,0.17647058823529413,frustrated,91,18,17,4.111,7,1,0,3,6.0,frustrated,"okay, okay, okay. keep our voices down, okay? i didn t come here to get in a yelling match.",19
Ses01M_impro01_M027.wav,frustrated," I did not come in here to get in a yelling match with you, all right?","I did not come in here to get in a yelling match with you, right? Uh-huh.",73,16,16,16,0,0.125,frustrated,73,16,15,3.625,4,1,0,2,8.0,frustrated,"i did not come in here to get in a yelling match with you, right? uh huh.",17
Ses01M_impro01_M028.wav,frustrated, Just try and help me.,Just try and help me. They don't pay me enough.,47,10,10,5,5,1.0,frustrated,47,10,10,3.8,3,0,0,2,5.0,frustrated,just try and help me. they don t pay me enough.,11
Ses01M_impro01_M029.wav,frustrated," People like me, what is that supposed to mean?  You know, this is ridiculous.  Is there like a manager here, is there someone else that I can talk to?","People like me, what is that supposed to mean? You know, this is ridiculous. Is there like a manager here? Is there someone else that I can talk to? Why?",153,30,30,29,1,0.06896551724137931,frustrated,153,30,24,4.133,7,4,0,5,6.0,frustrated,"people like me, what is that supposed to mean? you know, this is ridiculous. is there like a manager here? is there someone else that i can talk to? why?",30
Ses01M_impro01_M030.wav,angry, Why?,Why? Yeah.,10,2,2,1,1,1.0,angry,10,2,2,4.5,2,1,0,2,1.0,angry,why? yeah.,2
Ses01M_impro01_M031.wav,angry," Why, because I'm sick of talking to you.",Why? Because I am sick of talking to you!,41,9,9,8,1,0.5,angry,41,9,9,3.667,2,1,1,2,4.5,angry,why? because i am sick of talking to you!,9
Ses01M_impro01_M032.wav,angry," 'Cause you're obviously not talking to me, you're just yelling at me, berating me and telling me I can't fill out forms right.",Because you're obviously not talking to me. You're just yelling at me and berating me and telling me I can't fill out forms right.,130,24,24,23,1,0.17391304347826086,angry,130,24,20,4.458,5,0,0,2,12.0,angry,because you re obviously not talking to me. you re just yelling at me and berating me and telling me i can t fill out forms right.,27
Ses01M_impro01_M033.wav,frustrated," Oh, no honey. And you're going to miss the Christmas card too. It's a shame. It's going to be a good, nice picture.","Oh, no, honey. And you're going to miss the Christmas card, too. It's a shame. It's going to be a good, nice picture.",117,23,23,23,0,0.08695652173913043,frustrated,117,23,19,4.13,11,0,0,4,5.75,frustrated,"oh, no, honey. and you re going to miss the christmas card, too. it s a shame. it s going to be a good, nice picture.",26
Ses01M_impro02_F000.wav,neutral, What's happening?,What's happening?,17,2,2,2,0,0.0,neutral,17,2,2,8.0,2,1,0,1,2.0,neutral,what s happening?,3
Ses01M_impro02_F001.wav,frustrated, When?,When?,5,1,1,1,0,0.0,frustrated,5,1,1,5.0,1,1,0,1,1.0,frustrated,when?,1
Ses01M_impro02_F003.wav,frustrated, How...,How...,6,1,1,1,0,0.0,frustrated,6,1,1,6.0,3,0,0,1,1.0,frustrated,how...,1
Ses01M_impro02_F004.wav,frustrated, How can they do that?,How can they do that?,21,5,5,5,0,0.0,frustrated,21,5,5,3.4,1,1,0,1,5.0,frustrated,how can they do that?,5
Ses01M_impro02_F005.wav,frustrated, They said you're home for at least four years.,They said you were home for at least four years.,48,10,10,9,1,0.2222222222222222,frustrated,48,10,10,3.9,1,0,0,1,10.0,frustrated,they said you were home for at least four years.,10
Ses01M_impro02_F006.wav,frustrated, [BREATHING],I have to go. I have to go back.,32,9,9,1,8,9.0,frustrated,32,9,6,2.667,2,0,0,2,4.5,frustrated,i have to go. i have to go back.,9
Ses01M_impro02_F007.wav,frustrated, That's not fair.,That's not fair.,16,3,3,3,0,0.0,frustrated,16,3,3,4.667,2,0,0,1,3.0,frustrated,that s not fair.,4
Ses01M_impro02_F008.wav,frustrated, [BREATHING],I don't know.,13,3,3,1,2,3.0,frustrated,13,3,3,3.667,2,0,0,1,3.0,frustrated,i don t know.,4
Ses01M_impro02_F009.wav,sad, I don't even know what to tell you.,I don't even know what to tell you.,35,8,8,8,0,0.0,sad,35,8,8,3.5,2,0,0,1,8.0,sad,i don t even know what to tell you.,9
Ses01M_impro02_F010.wav,sad, What about the birthday party?,What about the birthday party?,30,5,5,5,0,0.0,sad,30,5,5,5.2,1,1,0,1,5.0,sad,what about the birthday party?,5
Ses01M_impro02_F012.wav,angry, How do you know?,How do you know?,16,4,4,4,0,0.0,angry,16,4,4,3.25,1,1,0,1,4.0,angry,how do you know?,4
Ses01M_impro02_F013.wav,sad, You're going with the same ones?,You're going with the same ones.,32,6,6,6,0,0.16666666666666666,sad,32,6,6,4.5,2,0,0,1,6.0,sad,you re going with the same ones.,7
Ses01M_impro02_F014.wav,sad," Always, I always do.",Always. I always do.,20,4,4,4,0,0.25,sad,20,4,4,4.25,2,0,0,2,2.0,sad,always. i always do.,4
Ses01M_impro02_F015.wav,sad, It's not the same though.,It's not the same though.,25,5,5,5,0,0.0,sad,25,5,5,4.2,2,0,0,1,5.0,sad,it s not the same though.,6
Ses01M_impro02_F016.wav,sad, We could hide away.,who could hide away.,20,4,4,4,0,0.25,sad,20,4,4,4.25,1,0,0,1,4.0,sad,who could hide away.,4
Ses01M_impro02_F017.wav,sad, Mm hmm.  We'll build a bunker and never come out.,We'll build a bunker. It'll never come out.,43,8,8,10,-2,0.4,sad,43,8,8,4.5,4,0,0,2,4.0,sad,we ll build a bunker. it ll never come out.,10
Ses01M_impro02_F018.wav,sad, [LAUGHTER] Mmm.,Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm. Hmm.,1109,222,222,2,220,111.0,sad,1109,222,1,4.0,222,0,0,222,1.0,sad,hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm. hmm.,222
Ses01M_impro02_F019.wav,sad, Don't say that.,Don't say that.,15,3,3,3,0,0.0,sad,15,3,3,4.333,2,0,0,1,3.0,sad,don t say that.,4
Ses01M_impro02_F020.wav,sad, I'll send you a letter every single day.,I send you a letter every single day.,37,8,8,8,0,0.125,sad,37,8,8,3.75,1,0,0,1,8.0,sad,i send you a letter every single day.,8
Ses01M_impro02_F021.wav,sad, I love you too.,I love you too.,15,4,4,4,0,0.0,sad,15,4,4,3.0,1,0,0,1,4.0,sad,i love you too.,4
Ses01M_impro02_M000.wav,neutral," Hey, Joy come in here.","Hey Joy, come in here.",22,5,5,5,0,0.4,neutral,22,5,5,3.6,2,0,0,1,5.0,neutral,"hey joy, come in here.",5
Ses01M_impro02_M001.wav,sad, I have to go back.,I have to go back.,18,5,5,5,0,0.0,sad,18,5,5,2.8,1,0,0,1,5.0,sad,i have to go back.,5
Ses01M_impro02_M002.wav,sad, I just got a letter I have to go back.,I just got a letter. I have to go back.,39,10,10,10,0,0.1,sad,39,10,9,3.0,2,0,0,2,5.0,sad,i just got a letter. i have to go back.,10
Ses01M_impro02_M003.wav,sad, First thing tomorrow morning.,First thing tomorrow morning.,29,4,4,4,0,0.0,sad,29,4,4,6.5,1,0,0,1,4.0,sad,first thing tomorrow morning.,4
Ses01M_impro02_M004.wav,frustrated," I don't understand, I don't underst--",I don't understand. How can they do that?,41,8,8,6,2,1.0,frustrated,41,8,8,4.25,3,1,0,2,4.0,frustrated,i don t understand. how can they do that?,9
Ses01M_impro02_M005.wav,frustrated, They can do it.,They think you were home for at least,37,8,8,4,4,1.75,frustrated,37,8,8,3.75,0,0,0,1,8.0,frustrated,they think you were home for at least,8
Ses01M_impro02_M006.wav,frustrated," I guess they can do it,",I guess they can do it.,23,6,6,6,0,0.16666666666666666,frustrated,23,6,6,3.0,1,0,0,1,6.0,frustrated,i guess they can do it.,6
Ses01M_impro02_M007.wav,sad," The National Guard is I guess really spread thin and then everyone has to go.  We all have to go back, my whole companies going back.","The National Guard is, I guess, really spread thin, and then everyone has to go. We all have to go back. My whole company's going back.",135,26,26,26,0,0.19230769230769232,sad,135,26,24,4.231,7,0,0,3,8.667,sad,"the national guard is, i guess, really spread thin, and then everyone has to go. we all have to go back. my whole company s going back.",27
Ses01M_impro02_M008.wav,frustrated, I can't believe it. I just got back.,I can't believe I just got back.,32,7,7,8,-1,0.125,frustrated,32,7,6,3.714,2,0,0,1,7.0,frustrated,i can t believe i just got back.,8
Ses01M_impro02_M009.wav,sad," So yeah, we leave tomorrow...","So yeah, we leave tomorrow.",27,5,5,5,0,0.2,sad,27,5,5,4.6,2,0,0,1,5.0,sad,"so yeah, we leave tomorrow.",5
Ses01M_impro02_M010.wav,sad, ...we're all shipping out.,We're all shipping out.,23,4,4,4,0,0.25,sad,23,4,4,5.0,2,0,0,1,4.0,sad,we re all shipping out.,5
Ses01M_impro02_M011.wav,sad, I just got I feel like I'm in shock actually.,I just kind of feel like I'm in shock actually.,47,10,10,10,0,0.2,sad,47,10,10,3.8,2,0,0,1,10.0,sad,i just kind of feel like i m in shock actually.,11
Ses01M_impro02_M012.wav,sad, I don't know.,I don't know.,13,3,3,3,0,0.0,sad,13,3,3,3.667,2,0,0,1,3.0,sad,i don t know.,4
Ses01M_impro02_M013.wav,sad, I guess you're just going to have to have it without me.,I guess you're just gonna have to have it without me.,53,11,11,12,-1,0.16666666666666666,sad,53,11,10,3.909,2,0,0,1,11.0,sad,i guess you re just gonna have to have it without me.,12
Ses01M_impro02_M014.wav,sad," Hey listen, it's going to be okay though, all right?","Hey, listen. It's gonna be okay though. Alright?",48,8,8,10,-2,0.7,sad,48,8,8,5.125,5,1,0,3,2.667,sad,"hey, listen. it s gonna be okay though. alright?",9
Ses01M_impro02_M015.wav,sad, You're going to be fine.,You're going to be fine.,24,5,5,5,0,0.0,sad,24,5,5,4.0,2,0,0,1,5.0,sad,you re going to be fine.,6
Ses01M_impro02_M016.wav,sad," I'm going to be fine too, okay?","I'm going to be fine too, okay?",31,7,7,7,0,0.0,sad,31,7,7,3.571,3,1,0,1,7.0,sad,"i m going to be fine too, okay?",8
Ses01M_impro02_M017.wav,sad, I know I have a good... I have a really good group of guys with me.,I know. I have a good... I have a really good group of guys with me.,68,16,16,16,0,0.0625,sad,68,16,12,3.312,5,0,0,3,5.333,sad,i know. i have a good... i have a really good group of guys with me.,16
Ses01M_impro02_M018.wav,sad, We're going to be okay.,We're gonna be okay.,20,4,4,5,-1,0.4,sad,20,4,4,4.25,2,0,0,1,4.0,sad,we re gonna be okay.,5
Ses01M_impro02_M019.wav,sad, Do promise me you're going to take a lot of pictures.,You promised me you were going to take a lot of pictures.,57,12,12,11,1,0.36363636363636365,sad,57,12,11,3.833,1,0,0,1,12.0,sad,you promised me you were going to take a lot of pictures.,12
Ses01M_impro02_M020.wav,sad, I know.,I know.,7,2,2,2,0,0.0,sad,7,2,2,3.0,1,0,0,1,2.0,sad,i know.,2
Ses01M_impro02_M021.wav,sad, I just wish there was something I could do.,I just wish there was something I could do.,43,9,9,9,0,0.0,sad,43,9,8,3.889,1,0,0,1,9.0,sad,i just wish there was something i could do.,9
Ses01M_impro02_M022.wav,sad, Run away?,Run away,8,2,2,2,0,0.5,sad,8,2,2,3.5,0,0,0,1,2.0,sad,run away,2
Ses01M_impro02_M023.wav,sad," I really don't want to go, I don't want to go...",I don't want to go. I don't want to go.,39,10,10,11,-1,0.2727272727272727,sad,39,10,5,3.0,4,0,0,2,5.0,sad,i don t want to go. i don t want to go.,12
Ses01M_impro02_M024.wav,sad, I'm scared.,I'm scared.,11,2,2,2,0,0.0,sad,11,2,2,5.0,2,0,0,1,2.0,sad,i m scared.,3
Ses01M_impro02_M025.wav,sad, I love you.,I love you.,11,3,3,3,0,0.0,sad,11,3,3,3.0,1,0,0,1,3.0,sad,i love you.,3
Ses01M_impro03_F000.wav,excited, What?,What?,5,1,1,1,0,0.0,excited,5,1,1,5.0,1,1,0,1,1.0,happy,what?,1
Ses01M_impro03_F002.wav,excited, Why?,Why?,4,1,1,1,0,0.0,excited,4,1,1,4.0,1,1,0,1,1.0,happy,why?,1
Ses01M_impro03_F003.wav,excited, Is she on the run?,Is she on the run?,18,5,5,5,0,0.0,excited,18,5,5,2.8,1,1,0,1,5.0,happy,is she on the run?,5
Ses01M_impro03_F004.wav,excited," Oh, she just needs to marry you.","Oh, she just needs to marry you. Just like,",43,9,9,7,2,0.2857142857142857,excited,43,9,8,3.889,3,0,0,2,4.5,happy,"oh, she just needs to marry you. just like,",9
Ses01M_impro03_F005.wav,excited, That's incredible. That's awesome. Where's she from?  Maybe you can get a dual citizenship.,That's incredible! That's awesome! Where's she from? Maybe you could get dual citizenship.,90,13,13,14,-1,0.2857142857142857,excited,90,13,12,6.0,7,1,2,4,3.25,happy,that s incredible! that s awesome! where s she from? maybe you could get dual citizenship.,16
Ses01M_impro03_F006.wav,excited, That's so cool. Uh huh.,That's so cool! Uh-huh.,23,4,4,5,-1,0.6,excited,23,4,4,5.0,4,0,1,2,2.0,happy,that s so cool! uh huh.,6
Ses01M_impro03_F007.wav,excited, [LAUGHTER] Why did she pick you? Where were you?,Why did she take you? Where were you?,37,8,8,9,-1,0.2222222222222222,excited,37,8,7,3.75,2,2,0,2,4.0,happy,why did she take you? where were you?,8
Ses01M_impro03_F008.wav,excited, You were at a party? And she's like hey. You seem unattached she's like.,"You were at a party? Yeah. And she's like, hey. Yeah, she's like, hey, I'm like a girl. You seem unattached. She's like. I'm like 55.",133,26,26,14,12,1.0,excited,133,26,19,4.154,16,1,0,7,3.714,happy,"you were at a party? yeah. and she s like, hey. yeah, she s like, hey, i m like a girl. you seem unattached. she s like. i m like 55.",31
Ses01M_impro03_F009.wav,excited, That's unbelievable... Yeah.,That's unbelievable. Yeah.,26,3,3,3,0,0.3333333333333333,excited,26,3,3,8.0,3,0,0,2,1.5,happy,that s unbelievable. yeah.,4
Ses01M_impro03_F010.wav,excited, Well I've known people who have done this before. Yeah.  You just- it's really fun actually 'cause you have like a fake engagement party and all your friends come over and like...,"Well, I've known people who've done this before. Have you? Yeah, yeah, yeah. You just, you just, like, it's really fun, actually, because you have, like, a fake engagement party, and all your friends come over, and, like...",223,38,38,32,6,0.59375,excited,223,38,33,4.895,22,1,0,4,9.5,happy,"well, i ve known people who ve done this before. have you? yeah, yeah, yeah. you just, you just, like, it s really fun, actually, because you have, like, a fake engagement party, and all your friends come over, and, like...",41
Ses01M_impro03_F011.wav,excited," Yeah. Yeah. And then yeah, and then you know like you could like you could do like like sock her for a lot of money","Yeah. Yeah. And then, yeah. And then, you know, like you can, you could like, you could like, like soccer for a lot of money.",125,25,25,25,0,0.48,excited,125,25,15,4.04,10,0,0,4,6.25,happy,"yeah. yeah. and then, yeah. and then, you know, like you can, you could like, you could like, like soccer for a lot of money.",25
Ses01M_impro03_F012.wav,excited," Like make her rent the apartment that you two have to live together in, you know. And you won't pay any rent or you pay like, a hundred bucks a month or something.",like make her rent the apartment that you two have to live together in you know and you won't pay any rent or you'll pay like a hundred bucks a month or something like,167,34,34,33,1,0.18181818181818182,excited,167,34,26,3.941,2,0,0,1,34.0,happy,like make her rent the apartment that you two have to live together in you know and you won t pay any rent or you ll pay like a hundred bucks a month or something like,36
Ses01M_impro03_F013.wav,excited, Yeah.,Yeah!,5,1,1,1,0,1.0,excited,5,1,1,5.0,1,0,1,1,1.0,happy,yeah!,1
Ses01M_impro03_F014.wav,excited," Dude, you lucked out.","Dude, you lucked out!",21,4,4,4,0,0.25,excited,21,4,4,4.5,2,0,1,1,4.0,happy,"dude, you lucked out!",4
Ses01M_impro03_F015.wav,excited," Yeah.  My colors are blush and beige what is it, do you know?",Yeah! My colors are blush and bae. What is it? Do you know? I'm ginger.,71,15,15,13,2,0.38461538461538464,excited,71,15,15,3.8,6,2,1,5,3.0,happy,yeah! my colors are blush and bae. what is it? do you know? i m ginger.,16
Ses01M_impro03_F016.wav,excited, Oh I don't know. [LAUGHTER],I don't know.,13,3,3,5,-2,0.4,excited,13,3,3,3.667,2,0,0,1,3.0,happy,i don t know.,4
Ses01M_impro03_F017.wav,neutral, I don't know get it in cash.,I don't know. Get in cash.,26,6,6,7,-1,0.2857142857142857,neutral,26,6,6,3.5,3,0,0,2,3.0,neutral,i don t know. get in cash.,7
Ses01M_impro03_F018.wav,neutral, Yeah.,Yeah.,5,1,1,1,0,0.0,neutral,5,1,1,5.0,1,0,0,1,1.0,neutral,yeah.,1
Ses01M_impro03_F019.wav,excited, How exciting. You should have a wedding on the beach.,How exciting! You should have a wedding on the beach.,53,10,10,10,0,0.1,excited,53,10,10,4.4,2,0,1,2,5.0,happy,how exciting! you should have a wedding on the beach.,10
Ses01M_impro03_F020.wav,excited," Yeah, at night.","Yeah, at night.",15,3,3,3,0,0.0,excited,15,3,3,4.333,2,0,0,1,3.0,happy,"yeah, at night.",3
